Accession	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources
sp|P07257|QCR2_YEAST	240	39337281.06	43655442.34	46791201.98	49450416.3	53477592.39	47296376.94	93742976.48	79545707.18	90187481.51
sp|P07258|CARA_YEAST	21	1617273.761	1421243.256	1659398.694	2786332.795	2980881.871	2897166.131	1140166.106	1017374.123	957120.561
sp|P07259|PYR1_YEAST	335	73960187.4	65410679.26	77076657.2	72356115.02	69437333.51	70874135.44	36927973.46	31692328.09	32444409.89
sp|P07260|IF4E_YEAST	28	6483589.86	6449178.43	6720176.431	8626052.721	9450777.649	9062280.37	4743701.79	4087357.991	3643152.555
sp|P07261|GCR1_YEAST	28	3034199.968	2486880.04	2990151.836	1940181.8	1837471.595	1802291.682	3410531.443	2845593.879	3374885.383
sp|P07262|DHE4_YEAST	435	103821429.7	106924581.4	128690823.9	77168564.45	69887314.62	69649120.65	83944935.15	72192362.58	81842523.83
sp|P07263|SYH_YEAST	62	13769539.39	12455019.6	13972071.79	12756114.79	13034885.52	12803502.45	10272188.81	8790989.251	9678204.514
sp|P07264|LEUC_YEAST	136	43460660.49	41124918.87	48478376.67	38897191.81	39720174.3	37344433.53	66350248.6	55801314.95	64422240.05
sp|P07266|MRS1_YEAST	18	1708906.51	1714530.778	1780542.089	2358694.36	2347899.495	2353227.953	2330530.04	1928081.097	2153682.663
sp|P07267|CARP_YEAST	122	37842012.82	35794433.26	39071017.02	24113782.09	23694276.48	24161051.88	60711670.04	52372246.89	59693663.99
sp|P07269|PHO2_YEAST	24	3305094.635	2923985.422	3607941.179	2346703.028	2245771.685	2247756.994	3107330.525	3100084.516	2922592.755
sp|P07271|PIF1_YEAST	7	720372.554	672749.3716	724317.687	594443.8132	618729.217	616989.0935	486948.1836	432732.1016	473510.6377
sp|P07273|TFS2_YEAST	28	3051916.756	3204902.306	3939099.61	4977982.796	5461283.022	4928347.13	4386130.632	3536349.344	3741477.801
sp|P07274|PROF_YEAST	10	267982.9897	261030.1377	293765.4404	638977.2773	696225.5576	688657.5898	282423.7422	251629.9434	235049.6348
sp|P07275|PUT2_YEAST	66	12971561.24	12243641.1	13519023.15	15704644.6	15684435.39	15700366.41	14932481.75	12183241.27	13504237.3
sp|P07276|RAD2_YEAST	18	652254.1221	684922.7061	755985.5059	817028.3564	831550.4482	810229.6406	1172625.42	1027572.218	1080180.388
sp|P07277|KIME_YEAST	20	2044161.091	1887374.296	2071302.48	2512122.237	2212258.017	2286247.147	2046916.671	1638585.757	1892226.35
sp|P07278|KAPR_YEAST	115	26251006.75	25750063.55	30188103.82	26382272.38	26475031.84	25954521.66	37308842.11	30987633.56	34513133.17
sp|P07280|RS19A_YEAST (+1)	105	11338128.05	12586000.1	15168565.98	52694399.44	58522656.62	57245941.57	24799115.69	21372375.72	18733619.71
sp|P07283|PMM_YEAST	194	107778202.7	93458852.15	107804793	104885043.6	97636014.2	96226980.48	66876189.68	60414433.35	64249507.88
sp|P07284|SYSC_YEAST	117	39219965.23	35291289.58	41216704	36829462.51	39009139.85	36911068.85	31031448.77	25690655.84	27863877.53
sp|P07285|TRPD_YEAST	13	1020608.659	930497.8521	1024820.854	2037134.43	2221620.037	2279622.746	664014.4917	556334.5215	524569.748
sp|P07286|GPT_YEAST	6	423250.3184	405072.0732	415932.8433	271929.6846	220639.0439	250102.5073	322401.772	347370.0723	349506.853
sp|P07342|ILVB_YEAST	62	21536651.8	21612917.29	26120971.09	43567980.68	49683544.95	45413096.61	33529849.66	26924799.57	31366125.78
sp|P07347|ARD1_YEAST	18	2085892.272	2003253.893	2161499.52	3085384.283	2611556.617	2715664.437	1984160.686	1647512.119	1687452.528
sp|P07390|PT494_YEAST	12	680942.3398	583710.127	647391.9287	416526.0176	385165.417	396184.1919	824341.3486	731333.1045	861655.2578
sp|P07560|SEC4_YEAST	51	10584942.58	8765708.145	10274103.4	9129303.713	8213991.168	8784177.433	13176396.84	11471906.45	12702599.26
sp|P07703|RPAC1_YEAST	44	3070877.079	3164948.653	3686749.311	2680102.412	2996802.692	2567554.669	2957977.432	2457458.081	2595961.932
sp|P07806|SYV_YEAST	234	46703002.91	42484283.39	49959079.1	54772407.37	53433963.18	55020701.73	40009704.38	34093315.19	35812389.79
sp|P07807|DYR_YEAST	14	987261.3994	987334.6592	1087272.185	1230730.142	1371800.033	1260289.105	1097433.146	928281.0947	1025931.15
sp|P07834|CDC4_YEAST	5	140410.1757	134552.5813	138838.3384	246615.4805	232597.249	256521.9858	182914.0416	143287.886	157930.8741
sp|P07866|LTE1_YEAST	34	2179135.83	1960694.254	2197582.746	1974068.969	1879815.759	1861948.543	1687979.89	1474083.507	1588575.734
sp|P07884|MOD5_YEAST	19	5452977.616	4729608.983	5755596.278	3886156.36	3956757.448	3516621.209	6311585.403	5378978.759	5952105.153
sp|P07991|OAT_YEAST	63	10887992.69	10102113	11091935.9	10410729.52	10198999.13	10203306.52	10045370.72	8474093.143	9340009.759
sp|P08004|CHS1_YEAST	54	6058809.238	5734301.322	6322776.084	4848765.204	4594052.598	4679456.356	5893073.483	5410184.741	5998541.361
sp|P08018|PBS2_YEAST	25	2689723.334	2377487.712	2725019.055	2169333.945	1913667.188	1975138.363	2463881.332	1935712.197	2414961.574
sp|P08019|AMYG_YEAST	13	511483.905	469371.3682	490470.0991	157518.5098	155328.7483	149322.5925	1000444.583	848395.9124	1071268.199
sp|P08067|UCRI_YEAST	59	18754664.83	14458222.4	16347395.62	12276849.59	12086419.25	11839515.31	44225778.81	37474646.74	44804827.45
sp|P08153|SWI5_YEAST	6	112119.6286	128868.1974	135490.4034	127272.9927	136628.916	129450.4543	56385.21643	49000.0697	50299.38141
sp|P08417|FUMH_YEAST	91	28892627.66	29692589.12	33797832.46	29104293.26	30698022.47	28389026.46	44004859.1	35556348.64	40912816.29
sp|P08425|SYFM_YEAST	20	816337.5471	813293.5481	956099.5825	1442347.415	1312800.607	1389820.974	1197503.826	1055761.392	1069981.07
sp|P08431|GAL7_YEAST	55	37361725.77	29158074.28	36666269.95	1951633.153	1932316.218	886185.2812	275400.5123	206972.8691	214377.3929
sp|P08456|PSS_YEAST	13	1163056.33	984794.5654	1068992.811	907386.4531	827904.4609	854436.1309	1383462.9	1305339.672	1409401.484
sp|P08465|MET2_YEAST	12	451949.4323	464392.6097	515000.7348	740869.1687	781025.4728	806163.1628	229985.0834	204388.4794	187489.2187
sp|P08466|NUC1_YEAST	37	4731557.553	4123396.647	4817120.948	3041507.307	3004572.848	2849197.554	4470244.212	3866700.971	5199049.683
sp|P08468|PT111_YEAST	16	753878.8098	668074.2552	707996.6167	500243.8052	459307.5929	469897.3862	731643.5862	661019.6741	765162.6326
sp|P08518|RPB2_YEAST	109	19099283.38	17575281.01	19377789.38	21788603.68	20730372.14	21839909.01	20875257.05	17998749.2	19049328.79
sp|P08524|FPPS_YEAST	64	37766780.26	31893192.61	36378349	30615295.68	30226668.77	30086173.86	40480931.54	35002199.37	38205448.64
sp|P08525|QCR8_YEAST	30	5258899.796	4347270.398	4987459.398	3014861.914	2388455.447	2610099.749	9715918.474	7629009.234	9501118.361
sp|P08536|MET3_YEAST	6	334792.7949	324765.8613	346776.7148	480564.2363	489921.3301	472278.0029	67494.23169	62976.15576	50806.99854
sp|P08539|GPA1_YEAST	38	5580769.407	4929175.182	5684548.695	5090790.654	4864118.469	4794021.527	6417351.949	5273647.371	6180501.886
sp|P08566|ARO1_YEAST	184	33364315.46	29352245.07	36168057.91	41157826.59	41670029.88	40536432.87	29932607.09	24364742.55	26612328.16
sp|P08593|MSS18_YEAST	3	222493.1738	199907.4023	211368.2109	222439.5586	187450.2773	185499.4336	315392.7988	250734.873	308284.7305
sp|P08638|LEUR_YEAST	13	954670.3922	829435.1602	884644.7526	817742.6151	719707.1755	740067.9408	820796.8911	739281.3961	816095.0511
sp|P08678|CYAA_YEAST	89	6130949.452	5601718.724	6642029.87	7225695.897	7250645.416	6883683.949	6236679.345	5086550.853	5689230.686
sp|P08679|CISY2_YEAST	98	2468908.053	2441786.21	3102815.754	20986225.82	20577735.43	21779248.18	10134517.09	8519639.295	8334513.562
sp|P08964|MYO1_YEAST	79	6463598.05	6238046.199	6830385.444	6638938.701	6624783.911	6428248.184	3610084.768	3154787.755	3364513.562
sp|P09032|EI2BG_YEAST	33	5656725.022	5185357.051	6282999.958	6121363.818	5528583.122	5404274.722	6110102.995	5559000.702	5877355.93
sp|P09064|IF2B_YEAST	77	24607539.38	22671310.46	25390925.36	19807452.11	18809099.74	18593967.42	22597950.55	19430136.66	22101723.02
sp|P09201|F16P_YEAST	36	225126.5619	228519.5549	407034.464	7099706.17	6345312.28	6055341.547	5869446.166	5194165.392	5122173.109
sp|P09232|PRTB_YEAST	99	80316480.55	69161517.72	75070556.7	47588553.74	47257079.38	47101973.3	119050755.4	98646314.13	114322435.5
sp|P09368|PUT1_YEAST	10	496123.1197	469017.2758	506305.4507	479383.8026	439229.766	437268.9088	799695.969	702317.2707	771731.405
sp|P09435|HSP73_YEAST	64	2268296.814	2289263.315	2604299.883	1049170.921	1507216.767	1377691.903	25263563.36	19252376.35	20745435.15
sp|P09436|SYIC_YEAST	324	104732581.6	89825954.16	102952887.9	105242026.2	100338978.1	105075428.7	75126277.73	65696024.05	72983514.46
sp|P09440|C1TM_YEAST	71	17951497.75	17297178.23	20393620.25	31142606.95	29584470.68	29791324.24	16864664.87	14170030.3	14477757.69
sp|P09457|ATPO_YEAST	77	43837458.77	42559531.03	49985641.11	31027557.86	31440091.82	29389609.78	70350776.86	58427201.32	66274021.18
sp|P09547|SWI1_YEAST	40	3140106.995	2860392.204	3144122.088	4233075.593	4354719.061	4603954.514	3491222.176	3030900.568	3177512.966
sp|P09620|KEX1_YEAST	55	5071899.983	4662138.819	5131470.193	4001804.004	3459326.757	3792344.718	4169585.439	3686016.284	3916696.339
sp|P09624|DLDH_YEAST	487	208033903.9	182103868.5	199277115.6	99091934.17	90374091.87	95603269.46	371335701.7	323135369.9	389889454.7
sp|P09733|TBA1_YEAST	121	10827943.71	9488142.083	10243181.19	10966408.73	10379729.62	9885954.56	10609769.72	8483565.18	10637447.31
sp|P09734|TBA3_YEAST	50	8514469.146	7752451.755	8875164.302	8043470.753	7844436.823	7240456.946	6817281.086	5449173.476	6334550.174
sp|P09798|CDC16_YEAST	21	1605730.76	1473480.88	1613291.613	1660412.563	1490424.321	1602455.045	1225750.523	1015629.327	1155086.525
sp|P09880|TRNL_YEAST	58	3929988.937	3772364.782	4170046.999	5271978.288	5334016.736	5350419.834	3396128.147	3000410.919	3095948.428
sp|P09938|RIR2_YEAST	236	134159393	115378451	127262378.6	53564865.81	48484429.6	49794173.89	167187358.2	142505903.2	173976472.1
sp|P09950|HEM1_YEAST	25	1829496.715	1732437.127	1951974.016	2361581.814	2350946.935	2311307.978	1826967.598	1586389.216	1695274.166
sp|P09959|SWI6_YEAST	40	2906701.154	2606958.001	3083992.147	3258977.159	3400440.99	3308183.379	3135655.771	2597684.648	2756798.362
sp|P0C0T4|RS25B_YEAST (+1)	25	30436971.2	26294243.82	32688381.41	40847584.35	40614337.28	39519157.38	39079100.61	32912905.82	35438481.07
sp|P0C0V8|RS21A_YEAST	31	12686438.98	14862531.12	16719646.41	17470620.29	20844486.61	18894778.32	11689470.69	9868820.188	9359579.377
sp|P0C0W1|RS22A_YEAST (+1)	89	24573666.67	23183129.61	28375047.73	54864302.12	56222471.76	57562514.74	24831305.11	20479137.69	20586211.44
sp|P0C0W9|RL11A_YEAST (+1)	88	156238313.4	150915409	166831330	123959580.4	121796759	125300617.4	98626342.54	87625041.02	100732541.6
sp|P0C0X0|RS28B_YEAST (+1)	36	32803810.18	37724898.53	43483581.7	42083556.29	44308328.91	42064057.69	34511173.6	29878997.86	34383263.4
sp|P0C2H6|RL27A_YEAST (+1)	61	21783663.92	21992028.52	24339474.24	51208663.74	51499901.43	50983980.1	51293796.72	41414860.81	48415807.94
sp|P0C2H8|RL31A_YEAST	13	46206196.42	43863323.22	49952051.36	37860334.82	34653093.09	34330999.07	41772820.66	36336080.81	42884283.06
sp|P0C2H9|RL31B_YEAST	8	4984933.206	5060124.74	5637674.979	4789455.278	4577440.903	4722993.163	5803796.801	5062992.869	5850226.089
sp|P0C5N3|YG41A_YEAST	7	917785.8594	1021289.016	1098153.961	1213332.395	1142997.447	1100996.129	1295656.48	1101975.998	1135527.854
sp|P0C5R9|YP17B_YEAST	4	4116056.328	3094939.109	3691831.75	2416646.203	2308634.602	2384283.547	3225928.531	3187970.805	3580931.023
sp|P0CE41|HAP1_YEAST	14	551847.6421	523043.6584	539310.9292	464447.3789	429767.8237	440087.7292	787378.9407	715795.8062	782169.0048
sp|P0CS90|HSP77_YEAST	179	55982368.63	50269671.07	55581290.83	77678807.22	89941104.16	80960877.24	66855265.69	55770165.69	68800375.27
sp|P0CT04|IPB2_YEAST	38	63250788.8	59635844.29	67511501.69	36178240.69	38805184.35	37247659.93	105362973.6	80956413.85	91988685.78
sp|P0CW40|MALX2_YEAST (+1)	10	275358.5801	253769.3672	279797.2051	185644.1563	186060.1526	178759.8579	597076.0596	464350.1074	551089.4326
sp|P0CX08|DSF1_YEAST (+1)	17	1787581.086	1753751.815	2089572.622	1291558.448	1473774.696	1435629.385	1034611.304	881524.1834	881004.6415
sp|P0CX10|ERR1_YEAST (+2)	32	1272700.349	1173170.004	1301457.623	1549091.861	1536364.052	1570873.011	4000684.511	3314916.742	3616627.608
sp|P0CX20|YRF11_YEAST (+4)	17	1172664.069	983342.0317	1137660.76	617959.3369	575507.8628	599559.0432	1204246.95	1037590.491	1226139.854
sp|P0CX23|RL20A_YEAST (+1)	77	37724650.57	28779932.95	31502994.67	50907523.54	45957932.02	55655457.78	35122490.37	29673902.55	32193272.72
sp|P0CX25|RL43A_YEAST (+1)	37	13616833.47	10779356.87	15210767.57	9137472.371	8247687.474	6743171.59	9721211.708	8471718.34	9313966.445
sp|P0CX27|RL44A_YEAST (+1)	13	92817777	76568510.08	89430774.47	54729437.36	54616581.91	54378872.83	64810085.89	52241985.46	61561298.21
sp|P0CX29|RS23A_YEAST (+1)	53	203482499.3	186339470.3	198064262.9	145109424.4	127511889.4	139050395.8	173157986.2	151776523.8	172004873.6
sp|P0CX31|RS24A_YEAST (+1)	105	62762933.44	63974579.93	73080652.18	64215407.57	60989042.6	57270070.18	63454270.97	53825550.21	59973471.72
sp|P0CX33|RS30A_YEAST (+1)	22	5807728.647	5448167.912	6268782.543	17658919.92	22799717.22	19765413.95	9209761.912	7487417.506	8818171.265
sp|P0CX35|RS4A_YEAST (+1)	137	146387449.3	152621682.5	171639529	188889914.9	198777819.6	187283027.3	159054440	137079328	154666665.6
sp|P0CX37|RS6A_YEAST (+1)	132	39369670.87	39037228.16	45127968.35	52577477.62	59729618.03	55401863.02	33263352.42	27843314.02	28521335.06
sp|P0CX39|RS8A_YEAST (+1)	223	66271530.19	64358158.11	70215275.01	55949583.88	49830384.14	50049679.95	48947423.97	43118175.29	49019345.2
sp|P0CX41|RL23A_YEAST (+1)	42	7349399.728	7956894.088	8481828.065	10464316.46	10553596.61	9935628.221	7352036.857	6256309.054	6856197.803
sp|P0CX43|RL1A_YEAST (+1)	107	80202218.48	72096888.98	80958097.77	102346379.7	96594218.47	100940998.9	103230111.5	79605980.18	102805021
sp|P0CX45|RL2A_YEAST (+1)	94	34082786.26	30078462.48	36034583.75	32198054.18	30967504.51	29776794.26	30114076.98	25069104.6	28345602.41
sp|P0CX47|RS11A_YEAST (+1)	124	111626422.4	100796394.2	114125371.4	111065274.8	99629415.2	106609943.6	118111678.4	99858380.76	116325355.5
sp|P0CX49|RL18A_YEAST (+1)	120	22124943.06	21964355.39	26207632.75	39616617.85	36462330.96	38507622.31	31697815.84	26661756.3	29638568.66
sp|P0CX51|RS16A_YEAST (+1)	47	137220170.3	130411813.2	155026247.1	146266873.9	144233945.4	151278100.8	128247393.7	110243357.9	115777152.8
sp|P0CX53|RL12A_YEAST (+1)	60	16783485.4	19312055.45	23317325.99	42725208.19	48869630.93	45623923.22	19824951.68	17762723.21	16030145.83
sp|P0CX55|RS18A_YEAST (+1)	66	21746291.22	20270778.86	23868215.69	51327072.56	62199289.74	63479286	22921216.74	19030555.16	17881104.89
sp|P0CX61|YF21A_YEAST (+4)	2	150	1050.348907	1011.765015	1846.30896	4206.415162	4172.080567	3369.881103	1729.567749	1384.604736
sp|P0CX80|MTCU1_YEAST (+1)	14	1340877.6	1141995.212	1418379.524	1415654.427	1531842.727	1151457.032	2223736.593	1756208.89	2154799.848
sp|P0CX82|RL19A_YEAST (+1)	82	115702174.8	117895884.7	136762521.8	131087148	134591852.6	125550541.9	132394928	109331268.5	126204499.2
sp|P0CX84|RL35A_YEAST (+1)	24	7566100.175	6709646.829	8064887.746	5413427.551	5885810.425	5208816.024	4757624.776	4050801.514	4519561.478
sp|P10080|SSBP1_YEAST	53	23483026.73	21035202.88	24843557.82	12842378.21	12422399.41	12331992.8	22595466.87	18951689.26	22554509.44
sp|P10081|IF4A_YEAST	259	84625430.34	76056831.53	82380634.75	101997545.4	97362086.34	101491361.4	70219300.62	60898777.73	64720185.68
sp|P10127|ADH4_YEAST	148	12756373.81	13130728.73	15129198.82	35075005.35	37949278.96	35870087.39	20616192.69	17977368.74	16965140.97
sp|P10355|PT122_YEAST	2	14026.75733	15150.88965	13874.90381	28322.87598	25211.32129	31164.1123	24263.01025	20444.52295	21366.59766
sp|P10356|YEY2_YEAST	16	676710.6321	644213.0232	716480.0496	1028999.584	967587.9023	992757.2021	566704.6187	507394.8369	525494.6033
sp|P10363|PRI1_YEAST	27	5126349.271	4622558.671	5365833.457	3281986.464	3159088.545	2879691.484	4015026.492	3267245.899	3985441.877
sp|P10507|MPPB_YEAST	40	11368798.03	10489516.6	11796713.24	11180503.11	10578344.24	10688153.6	13755885.71	12374775.47	13207038.89
sp|P10566|MRS3_YEAST	10	387578.9619	362610.3398	411044.8257	263743.5195	266026.4866	261115.3556	461522.2119	411201.3511	479652.9512
sp|P10591|HSP71_YEAST	258	106510998.4	100155645	105921807.7	57910332.24	63039481.95	56670308.04	126543952.1	99934350.86	110617542.8
sp|P10592|HSP72_YEAST	113	21993912.94	20083352.85	23546472.57	40839809.9	57951332.55	50615176.47	15860143.78	12304528.05	11727533.15
sp|P10614|CP51_YEAST	40	5201461.882	4417534.965	5116672.868	2557411.354	2348376.265	2465516.005	7428987.01	6368866.171	7323948.396
sp|P10622|RLA3_YEAST	293	30346525.91	25760799.91	28137688.19	18317198.84	16292743.61	16998374.14	25191720.4	22446244.25	26994221.82
sp|P10659|METK1_YEAST	48	29410601.45	27647354.9	33011314.15	32415387.38	30376873.91	32150399.36	16746248.11	14191468.71	15304134.48
sp|P10662|RT01_YEAST	21	1840281.405	1653060.038	1888000.035	2680177.711	2771225.805	2706617.855	2044672.104	1741854.925	1847051.623
sp|P10663|RT02_YEAST	11	6807738.016	6764579.117	7539887.84	8735199.738	8858753.797	8170823.348	12617062.14	10811215.2	13137834.02
sp|P10664|RL4A_YEAST (+1)	128	50051409.44	55368851.34	64086990.46	156552639.5	175353883.8	162540845.8	94516562.66	80426586.18	81096527.42
sp|P10823|GPA2_YEAST	39	3910761.527	3196792.308	3912494.229	3046164.333	2657072.468	2696699.166	6689419.602	5829519.177	6512503.542
sp|P10834|PET54_YEAST	21	3032440.347	2934446.563	3410265.247	3019833.533	2898337.597	2881283.093	3953177.227	3096934.824	3701517.576
sp|P10849|MTF2_YEAST	39	2941356.205	2947234.449	3134299.305	3397266.71	3254927.03	3294220.555	4202166.788	3595446.302	3900428.478
sp|P10862|RAD18_YEAST	6	131064.4668	129449.8496	125425.001	108112.9297	94205.70703	111426.5464	180547.6074	166764.5654	177183.793
sp|P10869|AK_YEAST	49	6237041.823	5382195.629	6193357.679	11637407.32	10087316.44	11337729.79	4998160.89	4189952.25	4444860.18
sp|P10870|SNF3_YEAST	3	123136.6714	120352.2712	127050.4025	193175.2538	185875.9037	185110.2993	214872.654	171841.615	206656.6681
sp|P10961|HSF_YEAST	33	1192440.14	1178443.258	1308857.6	1119576.569	1215707.782	1142776.977	1829671.987	1474155.79	1606195.55
sp|P10962|MAK16_YEAST	7	269870.4664	256115.9231	261802.7642	190287.0161	182753.7036	189443.4268	242649.2742	222494.4097	246849.5144
sp|P10963|PCKA_YEAST	122	875658.5594	1010942.081	2370414.895	47762245.47	52831901.32	50596342.42	23676863.02	18696251.33	20432716
sp|P10964|RPA1_YEAST	136	14764257.63	13441253	15967177.3	18077453.78	18412040.17	17942901.46	13860206.3	12205344.93	12875985.81
sp|P11075|SEC7_YEAST	173	35578495.1	29858507.37	35785718.22	25900230.32	24142122.62	24282695.3	28362960.72	24221208.68	27755207.01
sp|P11076|ARF1_YEAST	40	2517680.888	2577629.683	2781892.103	2283555.115	2125483.124	2208219.081	2321979.359	2045637.513	2188837.898
sp|P11154|PYC1_YEAST	108	5873468.959	5625694.753	6372795.233	13835043.57	13010273.64	14294330.2	8426833.785	6987935.019	7680107.476
sp|P11325|SYLM_YEAST	41	3099874.857	2679226.949	3198846.85	2312335.647	2126735.739	2220361.879	3018310.315	2494783.711	2922986.048
sp|P11353|HEM6_YEAST	59	18436371.26	15447760.38	17726623.18	11635868.74	12397266.93	11181928.99	16801076.96	13485148.66	16170073.52
sp|P11412|G6PD_YEAST	81	12691888.08	11828480.33	14089437.4	14414450.33	15799331.63	14898527.42	13541229.41	11039598.2	11850329.9
sp|P11433|CDC24_YEAST	34	3528352.269	3103239.539	3692430.129	3773839.974	3532586.899	3799282.077	2925260.335	2589001.389	2673473.967
sp|P11484|SSB1_YEAST	63	821953.1919	764491.5515	864072.588	1019040.51	1076948.2	995802.6929	725018.9577	604071.2969	644230.296
sp|P11491|PPB_YEAST	43	4464238.797	3667526.525	4048513.876	2717313.577	2373209.536	2551606.317	2705224.651	2400623.163	2697058.737
sp|P11632|NHP6A_YEAST	7	5605254.094	4555948.055	5833063.928	3378985.207	4576434.994	3931430.973	4304420.797	3058238.356	3516196.332
