Accession	126C	127-N	127C	128-N	128C	129-N	129C	130-N	130C
sp|P36116|VPS51_YEAST	94208	88431	102960	56087	51380	51666	83902	73058	81746
sp|P36117|ALY1_YEAST	176550	161160	186170	141750	136960	136250	172400	140800	165020
sp|P36118|NTR2_YEAST	104950	102800	121110	98664	105640	98534	105460	86511	96511
sp|P36119|YK03_YEAST	177420	174560	193610	124760	117340	114940	138610	125980	127780
sp|P36120|DBP7_YEAST	299790	269900	304980	261610	252300	244130	319910	272670	310120
sp|P36121|RPC5_YEAST	84682	84919	94639	86844	88622	88885	67203	58414	61722
sp|P36122|BCH2_YEAST	311050	261460	297850	209260	184060	193820	240550	215930	239260
sp|P36123|SA190_YEAST	746710	621900	719070	639000	580230	606260	690790	564570	633550
sp|P36124|SET3_YEAST	97768	93941	102970	138450	137760	137990	145450	122850	132150
sp|P36125|GMH1_YEAST	6230.3	8629.2	8958.5	12360	11174	12902	15518	13742	15280
sp|P36126|SPO14_YEAST	183830	153720	179830	214780	195550	200420	171210	145210	167040
sp|P36130|CAF4_YEAST	128170	121920	130750	161080	173770	170190	105100	88332	96820
sp|P36131|SPC34_YEAST	168110	121080	164890	86420	77738	71121	121580	99911	98171
sp|P36132|KAE1_YEAST	115400	108660	118910	222630	216170	232910	115630	97239	94994
sp|P36134|YK21_YEAST	12441	13339	15407	10603	10410	10227	14722	12437	14385
sp|P36135|UTH1_YEAST;sp|P46955|NCA3_YEAST	285430	298230	372290	131610	121860	114220	167930	158270	156560
sp|P36136|SHB17_YEAST	395550	352690	429050	417320	426650	404540	341250	285280	312490
sp|P36137|UIP5_YEAST	79246	58682	73264	34190	27732	31273	80878	67893	88958
sp|P36139|PET10_YEAST	482090	417600	513870	724480	694800	664120	1215700	963040	1116600
sp|P36141|FMP46_YEAST	126380	120180	135270	110040	106140	105690	331820	293120	311120
sp|P36142|TM184_YEAST	36768	27209	32746	15076	11616	12672	21221	19388	24892
sp|P36143|GLG1_YEAST	853440	715050	863160	499650	473660	464580	952830	786710	887600
sp|P36144|RL1D1_YEAST	32709	29630	36787	28810	26037	22015	52993	33592	61292
sp|P36145|T2EB_YEAST	189270	196140	216690	187240	163730	174010	160780	161850	151920
sp|P36146|LAS1_YEAST	52687	48228	52634	44788	42718	42035	60098	54292	59662
sp|P36147|PAM17_YEAST	35814	31446	34509	46893	40725	46014	60658	47585	59532
sp|P36148|GPT2_YEAST	820730	764400	874150	609330	571520	573190	1427900	1198500	1368700
sp|P36149|BET3_YEAST	108080	92234	100870	111920	110380	104310	93138	83098	87600
sp|P36150|SUMT_YEAST	31055	32638	36485	17283	17705	15645	10088	8483.7	8729.3
sp|P36151|YK50_YEAST	166650	168960	200900	235270	228590	221670	202680	167560	173890
sp|P36152|DRE2_YEAST	87658	83761	101320	103800	98636	96367	92213	78764	86897
sp|P36154|AIM29_YEAST	207240	239860	283550	228540	218580	206990	216810	187320	184360
sp|P36156|GTO2_YEAST	606690	551290	632190	288570	273300	279330	1807700	1509600	1816600
sp|P36157|MSA2_YEAST	25269	29134	33518	54647	54766	55253	35479	34240	32543
sp|P36158|YK58_YEAST	53774	53244	59122	34349	31942	31332	44790	39470	49943
sp|P36159|RNZ_YEAST	188910	167220	189140	231520	201560	212920	222740	187720	218280
sp|P36160|RPF2_YEAST	178290	166490	197650	294460	249520	259790	250300	187520	206760
sp|P36161|NU133_YEAST	813170	678460	776460	970680	957460	988100	639490	557870	565960
sp|P36162|DAD2_YEAST	62868	62611	71793	47429	49731	46836	59508	46342	51901
sp|P36163|OMA1_YEAST	227210	193580	218470	180820	149630	161870	254220	220540	244190
sp|P36164|TVP38_YEAST	158270	123300	143330	81972	77812	80601	120740	105910	133860
sp|P36165|TGL4_YEAST	211280	197090	227050	257890	230390	246540	161710	135590	146850
sp|P36166|PXL1_YEAST	300230	270990	319320	191220	187410	171300	136470	117880	127900
sp|P36168|ESL2_YEAST	121970	104810	113770	130030	112010	125840	158520	143470	162680
sp|P36169|SKG1_YEAST	63331	59874	66454	43535	42940	42959	66386	58601	60221
sp|P36224|JNM1_YEAST	66685	76583	80990	82682	80190	82120	81641	75607	73704
sp|P36421|SYYC_YEAST	1787800	1504100	1833900	1514100	1339000	1362400	1116300	901130	1015400
sp|P36516|RM03_YEAST	273540	237360	278450	389120	340990	395740	332640	265410	296100
sp|P36517|RM04_YEAST	43325	42328	47391	91389	90167	85934	61896	54463	52958
sp|P36519|RM07_YEAST	222290	176580	216240	212770	207080	197810	263710	213890	222590
sp|P36520|RM10_YEAST	517600	502520	589860	531720	508070	518660	705280	600580	638150
sp|P36521|RM11_YEAST	231130	220000	248990	212420	207820	202960	249960	213520	225530
sp|P36523|RM15_YEAST	126660	120220	136250	320530	353800	342460	178470	146800	145080
sp|P36525|RM24_YEAST	361130	313220	381260	191420	170880	161780	338730	289490	374830
sp|P36526|RM27_YEAST	24751	27228	30549	88554	99100	93996	55780	49919	43928
sp|P36527|RM28_YEAST	26506	24563	25637	26435	23557	24687	32160	28064	30845
sp|P36528|RM17_YEAST	145680	144520	166300	231800	263870	244060	204950	173880	168810
sp|P36531|RM36_YEAST	36067	39024	43282	65042	68125	68724	52891	48179	49198
sp|P36532|RM37_YEAST	27708	30006	33022	29989	34046	32671	29739	25398	26461
sp|P36534|RM40_YEAST	183910	155670	175860	101140	122480	112430	158470	127270	141770
sp|P36775|LONM_YEAST	756480	718130	809690	918230	908790	916440	895000	771520	821950
sp|P37012|PGM2_YEAST	4549100	3579600	4365400	1567800	1391400	1360400	3782600	2948200	3629400
sp|P37020|GEF1_YEAST	277190	245530	294160	302600	286880	293530	298390	256930	278920
sp|P37254|PABS_YEAST	94600	90014	105830	159850	155320	150300	118640	105470	108270
sp|P37261|FRM2_YEAST	36949	34937	40804	9015.3	7974.8	6472	14159	13284	13794
sp|P37262|SOL2_YEAST	114470	114340	131610	120980	111540	106190	163410	135950	133820
sp|P37263|YC16_YEAST	6320.3	5423.6	6416.8	16167	15608	13908	8337.9	7466.8	8120
sp|P37267|CBP4_YEAST	112060	96664	110490	60520	58066	58860	219030	174980	211400
sp|P37291|GLYC_YEAST	792740	754240	893110	2001600	2237300	2115000	710390	596020	572090
sp|P37292|GLYM_YEAST	795510	692310	821460	903920	877210	858610	1569400	1349800	1440900
sp|P37293|NAT2_YEAST	245140	215070	258550	187510	175810	178380	313280	271410	307490
sp|P37296|STV1_YEAST	263300	241150	267860	281560	247370	261010	239070	216000	227810
sp|P37297|STT4_YEAST	1299800	1050600	1239700	769870	685070	695880	1008400	866850	991180
sp|P37298|DHSD_YEAST	465720	348560	428280	160620	146870	146960	764710	591170	775880
sp|P37299|QCR10_YEAST	120290	115980	125570	86659	68215	81982	345980	276470	347040
sp|P37302|APE3_YEAST	1606500	1244600	1534500	1556700	1350100	1435700	1491400	1300600	1348500
sp|P37303|GLY1_YEAST	363140	309570	409700	245770	249070	234920	120740	103460	100320
sp|P37304|PAM1_YEAST	311400	278270	330000	339910	296810	324900	226890	194200	207670
sp|P37366|CCL1_YEAST	157550	144410	159250	136400	113930	114170	133530	119090	134600
sp|P37370|VRP1_YEAST	314240	318420	374860	347750	348060	340940	349760	298170	325350
sp|P37838|NOP4_YEAST	267730	268240	300600	177850	167620	163220	209670	189500	218230
sp|P37898|AAP1_YEAST	639920	553010	646070	903560	859380	889080	616070	530930	566070
sp|P38009|PUR92_YEAST	813020	710720	910240	1739700	1915200	1876800	926540	769350	788190
sp|P38011|GBLP_YEAST	329730	330300	389630	809810	811260	791040	353400	306220	269800
sp|P38013|AHP1_YEAST	205600	200640	247280	995300	1063800	1022500	352850	314180	275570
sp|P38041|BOB1_YEAST	310100	306320	377400	310440	316010	303930	325520	273710	304100
sp|P38061|RL32_YEAST	989370	952030	642860	709120	689040	690280	827250	690330	818980
sp|P38063|KPR4_YEAST	85005	86955	95636	206710	218190	207650	83608	74674	70031
sp|P38064|RM16_YEAST	224980	208380	242010	131400	125670	119260	216180	176620	212500
sp|P38065|AP2A_YEAST	587580	487660	556930	498650	444340	454790	645290	566220	633500
sp|P38066|RIB1_YEAST	51771	44387	51232	36727	43730	38902	28875	27374	28655
sp|P38067|UGA2_YEAST	167620	170620	191070	244250	253690	227380	409250	350080	370960
sp|P38068|GLRX7_YEAST	342580	297040	356030	267160	260760	252030	359130	292490	328560
sp|P38069|MNN2_YEAST	904860	740240	850910	640610	563850	595210	940480	818680	937050
sp|P38070|YPK3_YEAST	194900	176090	199620	228480	202250	218990	167610	146510	156510
sp|P38071|ETR1_YEAST	252550	238000	277020	346550	376040	352260	477510	419220	417480
sp|P38072|SCO2_YEAST	193830	156760	183250	131630	119480	121230	244710	206680	239450
sp|P38073|EDS1_YEAST	3397.1	2941	3246.3	1920.6	1917.1	1817.4	2785.6	2035	2489.6
sp|P38074|HMT1_YEAST	568220	427760	518950	506560	425560	458280	426590	351850	401140
sp|P38075|PDX3_YEAST	369930	341630	433190	304060	323830	305970	377050	310820	340350
sp|P38077|ATPG_YEAST	410130	381210	457330	395050	500670	399190	877970	717860	785290
sp|P38079|YRO2_YEAST	627700	480670	546230	323790	273150	299970	516800	419190	503080
sp|P38080|AKL1_YEAST	524340	468410	550650	470310	456450	454910	513260	438490	475760
sp|P38081|YBQ6_YEAST	929280	821140	986410	672870	653840	625530	995640	811720	922630
sp|P38084|BAP2_YEAST	74635	65571	70451	73295	65980	72362	193620	164510	199220
sp|P38085|TAT1_YEAST	114650	99750	109700	113980	96983	112640	88980	79760	83055
sp|P38086|RDH54_YEAST	274010	241200	288320	247960	235450	236200	135870	118520	127580
sp|P38087|YMC2_YEAST	93224	78042	85331	81787	68246	74322	59464	52047	54732
sp|P38088|SYG_YEAST	1370600	1325000	1587300	2203100	2242400	2212500	1465300	1278300	1272400
sp|P38089|PP2C4_YEAST	231300	198050	228890	235070	212750	226360	192330	160620	173690
sp|P38090|AGP2_YEAST	190330	150940	175650	111440	97311	106020	224840	188500	233900
sp|P38109|YBY9_YEAST	238480	218310	266590	173690	145580	149560	242820	208190	231880
sp|P38110|ATM_YEAST	162750	150070	166290	113900	116580	107850	133790	118520	133590
sp|P38111|ATR_YEAST	233850	213350	235790	210610	193100	204030	397200	347430	410740
sp|P38112|MAK5_YEAST	430720	410040	460310	559120	508080	536500	402500	339420	332780
sp|P38113|ADH5_YEAST	156560	155290	172620	284540	294700	291660	282820	233200	241390
sp|P38114|TBS1_YEAST	154150	143060	153930	111640	106110	109450	174140	161780	184290
sp|P38115|ARA1_YEAST	286280	261610	306340	565510	594270	557850	609280	502650	496580
sp|P38116|ARL1_YEAST	349270	294750	359380	316730	267190	282820	345830	292810	313400
sp|P38120|RT09_YEAST	89986	78482	94486	66407	62404	62655	89841	74490	87600
sp|P38121|DPOA2_YEAST	265830	221550	264090	205400	190160	189330	143040	125920	134670
sp|P38122|PANB_YEAST	110430	104070	121430	169320	166400	169130	127510	111040	119030
sp|P38123|SWD3_YEAST	9461.3	8775.4	9537.1	13191	10583	12747	7359.9	6495.3	7681.1
sp|P38126|PCH2_YEAST	69093	47105	59728	28335	38894	32984	51391	38563	50983
sp|P38127|RIM2_YEAST	244680	204710	244600	202170	192120	202100	323240	277490	347730
sp|P38129|TAF5_YEAST	280800	250230	293680	263190	265700	266810	297790	251920	272840
sp|P38130|KTR3_YEAST	589170	483620	551870	426080	378800	402530	614770	536250	617260
sp|P38131|KTR4_YEAST	417250	342940	396410	368650	338440	343250	341190	299830	334380
sp|P38132|MCM7_YEAST	140560	134160	147030	167530	166780	172770	125820	106230	110760
sp|P38137|FAT2_YEAST	527630	504870	576030	899250	823970	856320	866150	701180	738500
sp|P38138|GLU2A_YEAST	460580	428800	470080	562540	504040	525330	625400	533500	591680
sp|P38139|LDH1_YEAST	190870	180690	198210	214800	194660	209820	218920	187730	241500
sp|P38140|ERT1_YEAST	4318.8	4323.6	4639.6	3448.9	3222.6	3068.3	2250.6	1659.5	2119.7
sp|P38142|YB91_YEAST	71655	58806	65991	37457	32418	34173	133370	122220	136360
sp|P38143|GPX2_YEAST	120360	117000	147490	246060	275830	266990	55393	49119	40771
sp|P38144|ISW1_YEAST	761050	680610	812870	913810	906850	899210	706280	570320	619730
sp|P38145|RISA_YEAST	177620	184600	222580	390370	429950	442210	231380	206570	186130
sp|P38146|YPT10_YEAST	173540	148750	170550	168170	177020	167940	193130	159230	185360
sp|P38147|CHK1_YEAST	37123	33554	41709	36672	34046	36942	51493	45659	52044
sp|P38148|PPS1_YEAST	168180	141650	166520	150390	154010	150150	226990	183410	214210
sp|P38149|DUG2_YEAST	250640	221480	263360	262590	238160	244320	276980	232690	254830
sp|P38151|PBP2_YEAST	172170	152080	176890	84626	76508	78430	118880	103950	118970
sp|P38152|TXTP_YEAST	55933	53288	60729	52062	45860	45380	49181	45127	46741
sp|P38153|AP3M_YEAST	264050	217920	261960	211350	203090	192470	210430	170520	191800
sp|P38157|MAL33_YEAST;sp|Q06595|YP196_YEAST	11349	9994.3	11678	12390	9740.1	9745.9	11800	10880	13574
sp|P53341|MAL12_YEAST;sp|P38158|MAL32_YEAST	290040	238670	300130	52466	49869	39807	114390	96169	107460
sp|P38162|MIX23_YEAST	94107	78526	89609	90285	95679	86189	91944	81527	87574
sp|P38163|SRO77_YEAST	3216.1	2890.6	2954.7	2402.8	1895.5	2288.6	2852.4	3302.5	3231.4
sp|P38164|SEA4_YEAST	138570	127920	144890	148800	147070	147770	161000	132410	153840
sp|P38165|RTG3_YEAST	68493	71146	82958	101300	120380	107780	80516	67309	64730
sp|P38166|SFT2_YEAST	61265	59938	62444	59464	59503	64155	87663	82684	82204
sp|P38167|ECM21_YEAST	171140	160060	184020	222240	217020	213620	249500	209020	219630
sp|P38169|KMO_YEAST	258630	250300	280010	377970	323220	329640	269770	237210	249290
sp|P38170|CND2_YEAST	178180	171580	184970	112450	103640	106420	146240	128340	144760
sp|P38172|MRX3_YEAST	120810	100700	112670	90210	81659	84640	141070	121880	137550
sp|P38174|MAP2_YEAST	568920	515160	595630	516880	492330	490700	679820	571370	664560
sp|P38175|RT21_YEAST	264150	225000	276600	237280	294260	258340	220310	177540	202600
sp|P38176|AVT5_YEAST	5638.7	5138.7	4870.8	3499.2	2629.6	3130.2	3661.1	3713.1	3753.5
sp|P38177|YBI6_YEAST	27835	27826	30570	40162	39292	41180	35828	31002	31647
sp|P38179|ALG3_YEAST	124340	109700	123780	73789	64061	66647	123030	111160	132420
sp|P38181|NU170_YEAST	494160	430720	497260	621340	564430	591420	527920	445960	519900
sp|P38182|ATG8_YEAST	213990	186050	243950	168320	172350	152630	251100	201820	237750
sp|P38187|UBP13_YEAST	205320	195370	221390	181830	189550	183740	258890	216480	237550
sp|P38193|PP4R2_YEAST	58312	58376	66444	39590	39334	36655	51255	45304	50542
sp|P38196|FUI1_YEAST	7187.5	8654.6	7374.7	5229.8	5058	5530.7	10884	11084	10521
sp|P38197|PLPHP_YEAST	202890	192140	223840	281510	291510	263470	189550	150420	174150
sp|P38198|STU1_YEAST	330010	302500	336530	287310	265720	276200	264990	244080	252170
sp|P38199|HEK2_YEAST	513340	447790	574230	428610	405140	402020	386520	330700	365750
sp|P38200|SHE1_YEAST	5539.8	5046.1	6033.1	8425.7	9623	8710.7	5997	5557.1	5798.3
sp|P38202|YBC8_YEAST	26095	27349	28903	33597	30401	34261	36436	32359	33243
sp|P38203|LSM2_YEAST	86287	83260	94972	130440	133180	129400	75378	68674	64658
sp|P38205|NCL1_YEAST	502880	468930	549400	832890	838940	812780	477540	415970	415650
sp|P38206|RFT1_YEAST	76543	71898	75515	44532	39904	42368	95821	91701	99992
sp|P38207|APN2_YEAST	23482	24113	26573	36239	31698	35344	28337	25090	25280
sp|P38208|POP8_YEAST	14859	12854	13083	15904	14642	14476	12487	10353	13635
sp|P38210|LDB7_YEAST	71778	74751	88450	54350	50683	49893	56733	47276	51290
sp|P38211|GPI18_YEAST	16946	15920	17227	12550	10828	11436	18506	19672	20253
sp|P38212|RCR1_YEAST	25277	23127	25583	13977	16516	12863	36776	33826	36781
sp|P38213|DSF2_YEAST	67291	61723	68546	42998	37674	38996	35971	31722	33786
sp|P38216|YBM6_YEAST	6999.4	4751.8	6705.3	4739	4158.3	4977.5	26510	22447	24459
sp|P38217|IMB2_YEAST	359590	304070	351660	568100	489830	527530	275980	250090	246320
sp|P38218|POA1_YEAST	109890	100690	112600	128960	122330	120910	129460	107230	128990
sp|P38219|OLA1_YEAST	633200	598580	742200	1052900	1151000	1081500	687420	573780	583690
sp|P38221|CDS1_YEAST	519000	427730	472330	287090	256370	284930	576540	513560	595930
sp|P38222|RKM3_YEAST	47946	39335	41137	42306	34679	42181	41886	37135	38114
sp|P38225|FAT1_YEAST	643450	538930	629380	650730	599110	640100	435350	364620	425490
sp|P38226|CST26_YEAST	117110	102190	119790	114150	100750	107250	107410	93155	105530
sp|P38227|QDR3_YEAST	24731	21692	23315	22784	19889	23517	42949	39179	44247
sp|P38228|TCM62_YEAST	116650	110720	120980	146590	137150	139090	163140	134670	145530
sp|P38230|QOR_YEAST	220390	199900	252580	215420	233630	204310	355650	283090	316190
sp|P38231|FMP23_YEAST	35811	33114	41278	37960	37621	33860	55012	48276	49954
sp|P38232|REG2_YEAST	341.21	477.13	387.45	1359.2	1934.5	1562.1	725.97	665.54	654.49
sp|P38234|RFS1_YEAST	121440	108330	119870	196740	192760	199040	102700	96364	95182
sp|P38235|YBQ3_YEAST	771470	609110	762260	609790	577190	567230	722900	583490	670460
sp|P38236|MUM2_YEAST	7231.6	8009.4	9453.2	13141	12813	12271	9309	8167.4	7631.2
sp|P38237|UBP14_YEAST	145580	136300	164490	225790	229410	234230	123030	101030	108890
sp|P38238|TRM7_YEAST	13699	12446	17286	29666	33530	29032	14691	12421	11187
sp|P38241|SLT11_YEAST	71036	75078	83548	131990	132890	132260	105510	91742	97968
sp|P38242|ALG14_YEAST	69637	56592	63248	33630	28587	29710	53491	47468	60304
sp|P38243|YBS1_YEAST	38361	37435	42099	15530	13613	12229	50113	42156	46462
sp|P38244|PFF1_YEAST	305750	275470	322830	320110	330590	330800	282460	241340	264220
sp|P38246|ECM8_YEAST	9401.6	9209	8666.8	3308.7	3784	3310.2	12841	11044	13790
sp|P38247|SLM4_YEAST	87801	76499	82416	154690	125310	138090	178180	144170	158710
sp|P38248|ECM33_YEAST	834010	725820	912670	789510	763110	731660	805690	679910	699140
sp|P38249|EIF3A_YEAST	2354300	2118700	2494400	2431200	2346900	2327700	2214100	1886500	2083400
sp|P38250|IST2_YEAST	1172000	969930	1100900	856600	808200	864180	1269200	1113100	1266100
sp|P38251|RFC5_YEAST	196860	174390	207130	314810	273110	299420	200690	169430	166820
sp|P38254|TTL_YEAST	248110	208100	244660	321790	327660	313450	319240	252300	280250
sp|P38255|RXT2_YEAST	23789	24039	26057	33865	31118	31362	27989	24439	22631
sp|P38256|YBU6_YEAST	267120	226500	279010	215690	187710	189870	203790	189450	201400
sp|P38257|MMS4_YEAST	16863	15432	17356	12630	10941	11944	14145	12970	13994
sp|P38260|FES1_YEAST	211390	185080	213970	339780	310090	328200	252170	194770	210160
sp|P38261|EXO84_YEAST	278300	266620	294440	337120	327410	330610	334570	294570	315970
sp|P38262|SIF2_YEAST	79445	76201	82597	111150	118300	112760	155410	128520	146160
sp|P38263|GID4_YEAST	6149.6	5969.2	5903.8	3157.5	2788.5	2754	3170.8	2420.5	2370.5
sp|P38264|PHO88_YEAST	504150	468110	542480	610060	577490	577690	691480	583870	646580
sp|P38265|CENPL_YEAST	8524.5	8087.1	8592.4	9149.5	8528.2	9255.2	6279.7	5814.5	6941.1
sp|P38266|AIM3_YEAST	276240	268240	309380	247250	235230	238740	363400	308270	350170
sp|P38271|OPY1_YEAST	223390	209030	233720	209290	185220	184700	258490	241370	257670
sp|P38272|SHE3_YEAST	112340	114070	130080	147160	142700	138360	116870	100690	107440
sp|P38273|CCZ1_YEAST	85262	76926	82233	114760	102150	119980	94639	87213	89509
sp|P38274|HSL7_YEAST	121410	111840	132570	138460	121050	126400	86105	71145	75850
sp|P38276|YBY7_YEAST	143220	133450	145490	146420	131120	138250	475980	402060	438570
sp|P38278|BMT2_YEAST	49360	39486	46121	27606	25021	24538	32694	26323	33059
sp|P38281|APD1_YEAST	383210	339080	408630	356260	324320	312690	529890	456390	537620
sp|P38282|SP381_YEAST	153000	139800	169960	90068	91776	86022	99333	81549	91709
sp|P38283|SLI15_YEAST	51026	51253	62096	50369	53523	49019	63828	53029	71994
sp|P38284|ICS2_YEAST	26161	26167	27809	12747	13370	12440	91233	75152	91167
sp|P38286|MKAR_YEAST	639360	550690	638300	521800	482040	510010	621340	540430	621050
sp|P38287|CSH1_YEAST	2700.5	2329.7	2344.3	1783.4	1613	1836.6	2755.4	2710.3	3188.9
sp|P38288|TOS1_YEAST	119230	119260	166680	67631	74884	61130	96705	80946	90757
sp|P38289|EXO5_YEAST	80731	70264	73889	56216	52204	52721	71002	59677	73780
sp|P38292|PEX32_YEAST	59968	59686	65738	72414	81236	77186	116960	103450	114720
sp|P38293|UMP1_YEAST	23876	21930	22355	36277	28189	36709	12914	12640	11985
sp|P38295|MCFS2_YEAST	467650	436710	499120	482430	450920	461860	486590	401310	444740
sp|P38297|FZO1_YEAST	175900	173150	195900	262560	260410	265240	305990	269430	278330
sp|P38298|YPC1_YEAST	89337	71942	80846	80759	64796	73390	84123	78395	88516
sp|P38300|MBA1_YEAST	64465	54328	64661	59412	43104	53722	104800	72731	86527
sp|P38301|GDT1_YEAST	144180	120070	132540	71064	59586	69669	109290	96582	112190
sp|P38302|NTC20_YEAST	48280	44628	51794	25322	24594	23505	32977	26492	32393
